fevax@fevax-cocina:/mnt/Android/logcats/dream2lte$ adb shell cat /proc/last_kmsg
08378]  [2:  Binder:3390_2: 4636] [@][0][GP9] sensor fcount: 13, fcount: 13
<7>[  375.098593]  [2:  kworker/u16:1:   49] max77865_fg_get_atomic_capacity : NOW(94), OLD(94)
<6>[  375.098618]  [2:  kworker/u16:1:   49] sec-battery battery: sec_bat_get_battery_info:Vnow(4247mV),Inow(155mA),Imax(500mA),Ichg(500mA),SOC(94%),Tbat(364), Tusb(356), Tchg(385),Twpc(363)
<6>[  375.098979]  [2:  kworker/u16:1:   49] sec-battery battery: sec_bat_cisd_check: [CISD] iavg: 329, incur: 500, chgcur: 500,
<6>[  375.098979]  [2:  kworker/u16:1:   49] cc_T: 0, lcd_off_T: 0, passed_T: 272, full_T: 0, chg_end_T: 0, cisd: 0x0
<6>[  375.099007]  [2:  kworker/u16:1:   49] sec-battery battery: sec_bat_cisd_check: cisd - clear EFG
<6>[  375.099026]  [2:  kworker/u16:1:   49] sec-battery battery: sec_bat_cisd_check: [CISD] iavg: 329, incur: 500, chgcur: 500,
<6>[  375.099026]  [2:  kworker/u16:1:   49] cc_T: 0, lcd_off_T: 0, passed_T: 272, full_T: 0, chg_end_T: 0, recnt: 0, cisd: 0x0
<6>[  375.099233]  [2:  kworker/u16:1:   49] cisd - stt:0, cp:3475/0, cpmm:3288/3472/3513, dcpt:0, ovc:0, rct:2147483647
<6>[  375.099252]  [2:  kworker/u16:1:   49] cisd_debug: 4, 3513, 3288, 3509, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2147483647, 0, 6
<7>[  375.099268]  [2:  kworker/u16:1:   49] calc_ttf: cc_time: 604
<7>[  375.099283]  [2:  kworker/u16:1:   49] calc_ttf: cap: 3500, soc:  947, T:   1068, avg:  329, cv soc:  971, i:   66, val: 500
<6>[  375.099298]  [2:  kworker/u16:1:   49] sec-battery battery: sec_bat_calc_time_to_full: T:  1128 sec, passed time:   272, current: 500
<6>[  375.099721]  [2:  kworker/u16:1:   49] max77865_get_charging_health: reg_data(0x3)
<6>[  375.099901]  [2:  kworker/u16:1:   49] max77865_get_vbus_state: VBUS is valid. CHGIN < CHGIN_OVLO
<6>[  375.100289]  [2:  kworker/u16:1:   49] max77865_get_charging_health: vbus_state : 0x3, chg_dtls : 0x1
<6>[  375.103156]  [2:  kworker/u16:1:   49] max77865 : [0xb1]0x1a, [0xb2]0xdf, [0xb3]0xe0, [0xb4]0x31, [0xb5]0x00, [0xb6]0xff, [0xb7]0x15, [0xb8]0x38, [0xb9]0xca, [0xba]0x1c, [0xbb]0x98, [0xbc]0x1c, [0xbd]0x6c, [0xbe]0x34, [0xbf]0xff, [0xc0]0x14, [0xc1]0x10, [0xc2]0x00, [0xc3]0x73, 
<6>[  375.103186]  [2:  kworker/u16:1:   49] sec-battery battery: sec_bat_monitor_work: HLT(800) HLR(750) HT(500), HR(450), LT(0), LR(50), lpcharge(0)
<6>[  375.103215]  [2:  kworker/u16:1:   49] sec-battery battery: sec_bat_monitor_work: Status(Charging), mode(Normal), Health(Good), Cable(USB, USB, 1, 0), level(70%), slate_mode(0), store_mode(0), HV(NONE), sleep_mode(0), Cycle(0)
<6>[  375.103259]  [2:  kworker/u16:1:   49] sec-battery battery: sec_bat_set_polling: Status:Charging, Sleep:No, Charging:Yes, Short Poll:Yes
<6>[  375.103348]  [2:    kworker/2:1:13187] sec_bat_get_property cable type = 4 sleep_mode = 0
<6>[  375.103673]  [2:  kworker/u16:1:   49] sec-battery battery: sec_bat_set_polling: Polling time 20/30 sec.
<6>[  375.111192]  [1:        healthd: 3347] sec_bat_get_property cable type = 4 sleep_mode = 0
<12>[  375.112278]  [1:        healthd: 3347] healthd: battery l=94 v=4247 t=36.4 h=2 st=2 c=0 o=4 ca=329 ct=1 ps=0 hv=0 sec=0 sec=0 chg=u
<14>[  375.112320]  [1:        healthd: 3347] BatteryPropertiesRegistrar: notifyListeners : start
<14>[  375.112347]  [1:        healthd: 3347] IBatteryPropertiesListener : batteryPropertiesChanged!
<14>[  375.112347]  [1:        healthd: 3347] : BatteryPropertiesRegistrar: notifyListeners : done
<6>[  375.112953]  [0: Binder:3847_16: 5736] !@BatteryListener : batteryPropertiesChanged!
<6>[  375.304948]  [3:  kworker/u17:2: 3536] [SSP]: MSG From MCU - AR-133,-188,4088,-1,20 ldo_toggle :0
<6>[  375.424947]  [1:irq/292-fts_tou: 1411] fts_touch 5-0049: [sec_input] [P] tID:0 tc:1 tm:0
<6>[  375.541516]  [1:irq/292-fts_tou: 1411] fts_touch 5-0049: [sec_input] fts_event_handler_type_b: Received the Hover Raw Data Ready Event
<6>[  375.648642]  [1:irq/292-fts_tou: 1411] fts_touch 5-0049: [sec_input] [R] tID:0 mc:20 tc:0 Ver[019D95|0] P02T9D90[99] F0201, C00
<6>[  375.683000] I[7:      swapper/7:    0] mif: LNK-TX(12): f8 ec 0c 00 08 00 57 00 07 01 02 01
<6>[  375.685243] I[0:      swapper/0:    0] mif: LNK-RX(21): f8 ec 15 00 11 00 53 57 07 01 02 01 00 00 00 00 ...
<6>[  375.701046]  [0:   kworker/0:1H:13176] CFG80211-TRACE) wl_escan_handler : SCAN COMPLETED: scanned AP count=1
<4>[  375.705768]  [0:   kworker/0:1H:13176] DHD Runtime PM Enabled 
<6>[  375.744040]  [5: Binder:3847_16: 5736] [SSP]: show_sensors_enable - cur_enable = 33570944
<6>[  375.744203]  [5: Binder:3847_16: 5736] [SSP]: set_sensors_enable - new_enable = 33570816, old_enable = 33570944
<6>[  375.744219]  [5: Binder:3847_16: 5736] [SSP]: ssp_remove_sensor - remove sensor = 128, current state = 33570816
<6>[  375.744232]  [5: Binder:3847_16: 5736] [SSP]: send_instruction - Inst = 0xa2, Sensor Type = 0x7, data = 0
<6>[  375.760022]  [7:  Binder:3847_D: 5043] [SSP]: show_sensors_enable - cur_enable = 33570816
<6>[  375.760169]  [7:  Binder:3847_D: 5043] [SSP]: set_sensors_enable - new_enable = 16384, old_enable = 33570816
<6>[  375.760185]  [7:  Binder:3847_D: 5043] [SSP]: ssp_remove_sensor - remove sensor = 33554432, current state = 16384
<6>[  375.760200]  [7:  Binder:3847_D: 5043] [SSP]: send_instruction - Inst = 0xa2, Sensor Type = 0x19, data = 20
<6>[  375.764984]  [4:  kworker/u17:2: 3536] [SSP]: MSG From MCU - Remove = 7 1 0
<6>[  375.764984]  [4:  kworker/u17:2: 3536] #>PRC
<6>[  375.764984]  [4:  kworker/u17:2: 3536] #>ams_cfgFeat_t  AMS_CONFIG_PROX op 0 , data 0,mode 39
<6>[  375.764984]  [4:  kworker/u17:2: 3536] #>prox en(0) current mode 0x27
<6>[  375.764984]  [4:  kworker/u17:2: 3536] #>Pwr Mode 0
<6>[  375.764984]  [4:  kworker/u17:2: 3536] #>Power Off
<6>[  375.764984]  [4:  kworker/u17:2: 3536] rm_AD_AR 7, 0 0 0 60 -1
<6>[  375.765992]  [4:tspStateManager:13285] [sec_input] sec_cmd_store: push cmd: set_grip_data,1,40,10,10,0
<6>[  375.766017]  [4:tspStateManager:13285] [sec_input] sec_cmd_store_function: cmd = set_grip_data param = 1 40 10 10 0
<6>[  375.766050]  [4:tspStateManager:13285] fts_touch 5-0049: [sec_input] fts_set_grip_data_to_ic: flag: 06 (clr,lan,nor,edg,han)
<6>[  375.766285]  [4:tspStateManager:13285] fts_touch 5-0049: [sec_input] fts_set_grip_data_to_ic: 0x31 00,28
<6>[  375.766520]  [4:tspStateManager:13285] fts_touch 5-0049: [sec_input] fts_set_grip_data_to_ic: 0x32 0A,0A,00,00
<6>[  375.767500]  [7:  Binder:3847_1: 3936] [SSP]: show_sensors_enable - cur_enable = 16384
<6>[  375.767590]  [7:  Binder:3847_1: 3936] [SSP]: set_sensors_enable - new_enable = 33570816, old_enable = 16384
<6>[  375.767604]  [7:  Binder:3847_1: 3936] [SSP]: enable_sensor - add 33554432, New = 20000000ns
<6>[  375.767621]  [7:  Binder:3847_1: 3936] [SSP]: send_instruction - Inst = 0xa1, Sensor Type = 0x19, data = 20
<6>[  375.767730]  [4:  kworker/u17:3: 4983] [SSP]: MSG From MCU - Remove = 25 1 0
<6>[  375.767730]  [4:  kworker/u17:3: 4983] rm_AD_AR 1, 0 1 0 20 -1
<6>[  375.767730]  [4:  kworker/u17:3: 4983] SMR 64 2 1
<6>[  375.767730]  [4:  kworker/u17:3: 4983] SSP UnRegi Lib 64-9
<6>[  375.769931]  [1:  Binder:3847_1: 3936] [SSP], delay 20, timeout 0, flag=0, ret1 
<6>[  375.772388]  [3:  kworker/u17:3: 4983] [SSP]: MSG From MCU - rm_AD_AR 0, 5 1 5 20 20
<6>[  375.772388]  [3:  kworker/u17:3: 4983] SMR 33 1 0
<6>[  375.772388]  [3:  kworker/u17:3: 4983] SSP UnRegi Lib 33-8
<6>[  375.772388]  [3:  kworker/u17:3: 4983] Start-End cal 23
<6>[  375.774820]  [4:  kworker/u17:2: 3536] [SSP]: MSG From MCU - ADD = 25 0 1
<6>[  375.774820]  [4:  kworker/u17:2: 3536] Add_First 1 1
<6>[  375.774820]  [4:  kworker/u17:2: 3536] add_AD_AR 1, 1 1 1, 20 20
<6>[  375.774820]  [4:  kworker/u17:2: 3536] final gyro rate = 20
<6>[  375.774820]  [4:  kworker/u17:2: 3536] [SSP] GYeDR 0x3
<6>[  375.774820]  [4:  kworker/u17:2: 3536] SMA 64 0 1 20
<6>[  375.774820]  [4:  kworker/u17:2: 3536] Regi Lib 64-9
<6>[  375.774820]  [4:  kworker/u17:2: 3536] Add_First 25 0
<6>[  375.774820]  [4:  kworker/u17:2: 3536] non_batching mode 25 20
<6>[  375.784758]  [3:  kworker/u17:2: 3536] [SSP]: MSG From MCU - add_AD_AR 0, 6 1 6, 20 20
<6>[  375.784758]  [3:  kworker/u17:2: 3536] SMA 33 0 0 20
<6>[  375.784758]  [3:  kworker/u17:2: 3536] [SSP] Cal Init!!
<6>[  375.784758]  [3:  kworker/u17:2: 3536] Regi Lib 33-10
<6>[  375.784758]  [3:  kworker/u17:2: 3536] Start-End cal 22
<6>[  375.784758]  [3:  kworker/u17:2: 3536] Gyro Start/Stop
<6>[  375.806031]  [1:  kworker/u17:2: 3536] [SSP]: MSG From MCU - Gyro Start/Stop
<6>[  375.824509]  [7:  kworker/u17:2: 3536] [SSP]: MSG From MCU - Gyro Start/Stop
<3>[  376.133506]  [7:     hci_thread: 4612] [BT] set_wake_locked value = 1
<6>[  376.235153]  [6:  Binder:3847_2: 3937] [SSP]: show_sensors_enable - cur_enable = 33570816
<6>[  376.235247]  [6:  Binder:3847_2: 3937] [SSP]: set_sensors_enable - new_enable = 16384, old_enable = 33570816
<6>[  376.235263]  [6:  Binder:3847_2: 3937] [SSP]: ssp_remove_sensor - remove sensor = 33554432, current state = 16384
<6>[  376.235277]  [6:  Binder:3847_2: 3937] [SSP]: send_instruction - Inst = 0xa2, Sensor Type = 0x19, data = 20
<6>[  376.241796]  [5:  kworker/u17:3: 4983] [SSP]: MSG From MCU - Remove = 25 1 0
<6>[  376.241796]  [5:  kworker/u17:3: 4983] rm_AD_AR 1, 0 1 0 20 -1
<6>[  376.241796]  [5:  kworker/u17:3: 4983] SMR 64 2 1
<6>[  376.241796]  [5:  kworker/u17:3: 4983] SSP UnRegi Lib 64-9
<6>[  376.244385]  [5:  kworker/u17:3: 4983] [SSP]: MSG From MCU - rm_AD_AR 0, 5 1 5 20 20
<6>[  376.244385]  [5:  kworker/u17:3: 4983] SMR 33 1 0
<6>[  376.244385]  [5:  kworker/u17:3: 4983] SSP UnRegi Lib 33-8
<6>[  376.244385]  [5:  kworker/u17:3: 4983] Start-End cal 23
<6>[  376.244385]  [5:  kworker/u17:3: 4983] Gyro Start/Stop
<6>[  376.264152]  [6:  kworker/u17:3: 4983] [SSP]: MSG From MCU - Gyro Start/Stop
<6>[  376.285648]  [7:  kworker/u17:3: 4983] [SSP]: MSG From MCU - Gyro Start/Stop
<6>[  376.320832]  [7:            iod: 4828] !@   8,0 r 36984 2751352 w 19058 332772 d 1053 2826732 f 2840 10888 iot 23076 20646 th 460380 0 0 pt 0 inp 0 0 376.312
<6>[  376.451249] I[0:      swapper/0:    0] [BT] update_host_wake_locked host_wake is deasserted. release wakelock in 1s
<6>[  377.044583]  [7:         smdexe: 3389] muic_get_current_legacy_dev: mdev:0 legacy_dev:1
<6>[  377.130374]  [1:irq/292-fts_tou: 1411] fts_touch 5-0049: [sec_input] [P] tID:0 tc:1 tm:0
<6>[  377.135065]  [7: Binder:3847_11: 5060] !@interceptKeyBeforeQueueing(0), action=0, interactive=true
<6>[  377.136693]  [7: Binder:3847_11: 5060] !@handleInterceptActions(0), action=0, wmActions=1
<3>[  377.150717] I[5:      swapper/5:    0] [BT] set_wake_locked value = 0
<6>[  377.274680]  [1:irq/292-fts_tou: 1411] fts_touch 5-0049: [sec_input] fts_event_handler_type_b: PRESSURE[5]
<6>[  377.275224]  [5:    InputReader: 4068] fts_touch 5-0049: [sec_input] fts_scrub_position: 5 702 2939
<7>[  377.279329]  [6:    InputReader: 4068] [VIB] off
<6>[  377.279879]  [6:    InputReader: 4068] [VIB] haptic_enable [haptic_engine] freq:2000, intensity:10000, time:7 overdrive: 1
<6>[  377.287322] I[6:      swapper/6:    0] [VIB] haptic_timer_func
<7>[  377.287756]  [7:max77865_haptic: 1828] [VIB] off
<7>[  377.298322]  [6:  system_server: 3847] [VIB] off
<6>[  377.305637]  [6:  kworker/u17:0:   80] [SSP]: MSG From MCU - AR--94,168,4360,-1,20 ldo_toggle :0
<6>[  377.613954]  [1:irq/292-fts_tou: 1411] fts_touch 5-0049: [sec_input] fts_event_handler_type_b: Received Force Calibration trigger Event
<6>[  377.623360]  [1:irq/292-fts_tou: 1411] fts_touch 5-0049: [sec_input] fts_event_handler_type_b: PRESSURE[6]
<6>[  377.625011]  [7:    InputReader: 4068] fts_touch 5-0049: [sec_input] fts_scrub_position: 6 706 2925
<7>[  377.627520]  [7:    InputReader: 4068] [VIB] off
<6>[  377.628269]  [7:    InputReader: 4068] [VIB] haptic_enable [haptic_engine] freq:2000, intensity:10000, time:7 overdrive: 1
<6>[  377.637561] I[7:      swapper/7:    0] [VIB] haptic_timer_func
<7>[  377.638826]  [6:max77865_haptic: 1828] [VIB] off
<6>[  377.642883]  [6:  Binder:3847_C: 5032] !@interceptKeyBeforeQueueing(0), action=1, interactive=true
<6>[  377.644306]  [6:  Binder:3847_C: 5032] !@handleInterceptActions(0), action=1, wmActions=1
<7>[  377.647957]  [6:  system_server: 3847] [VIB] off
<7>[  377.674229]  [5:SSRM Handler Th: 6046] max77865_fg_read_avg_current: avg_current=290312
<6>[  377.678366]  [7:SSRM Handler Th: 6046] copr_get_average copr 166 avg 87, brt 5480 avg 55 (sum 403208 25591378, 4.585 sec) total avg 81 7530 (29986698 2781981929, 369.416 sec)
<6>[  377.680625]  [1:irq/292-fts_tou: 1411] fts_touch 5-0049: [sec_input] [R] tID:0 mc:40 tc:0 Ver[019D95|0] P02T9D90[99] F0201, C00
<6>[  377.721982]  [7:tspStateManager:13349] [sec_input] sec_cmd_store: push cmd: set_grip_data,1,60,10,32,768
<6>[  377.721999]  [7:tspStateManager:13349] [sec_input] sec_cmd_store_function: cmd = set_grip_data param = 1 60 10 32 768
<6>[  377.722019]  [7:tspStateManager:13349] fts_touch 5-0049: [sec_input] fts_set_grip_data_to_ic: flag: 06 (clr,lan,nor,edg,han)
<6>[  377.722192]  [7:tspStateManager:13349] fts_touch 5-0049: [sec_input] fts_set_grip_data_to_ic: 0x31 00,3C
<6>[  377.724589]  [0:tspStateManager:13349] fts_touch 5-0049: [sec_input] fts_set_grip_data_to_ic: 0x32 0A,20,03,00
<6>[  377.814213]  [5:  Binder:3847_2: 3937] [SSP]: show_sensors_enable - cur_enable = 16384
<6>[  377.814263]  [5:  Binder:3847_2: 3937] [SSP]: set_sensors_enable - new_enable = 33570816, old_enable = 16384
<6>[  377.814271]  [5:  Binder:3847_2: 3937] [SSP]: enable_sensor - add 33554432, New = 20000000ns
<6>[  377.814280]  [5:  Binder:3847_2: 3937] [SSP]: send_instruction - Inst = 0xa1, Sensor Type = 0x19, data = 20
<6>[  377.816171]  [5:  Binder:3847_2: 3937] [SSP], delay 20, timeout 0, flag=0, ret1 
<6>[  377.819919]  [4:  kworker/u17:0:   80] [SSP]: MSG From MCU - ADD = 25 0 1
<6>[  377.819919]  [4:  kworker/u17:0:   80] Add_First 1 1
<6>[  377.819919]  [4:  kworker/u17:0:   80] add_AD_AR 1, 1 1 1, 20 20
<6>[  377.819919]  [4:  kworker/u17:0:   80] final gyro rate = 20
<6>[  377.819919]  [4:  kworker/u17:0:   80] [SSP] GYeDR 0x3
<6>[  377.819919]  [4:  kworker/u17:0:   80] SMA 64 0 1 20
<6>[  377.819919]  [4:  kworker/u17:0:   80] Regi Lib 64-9
<6>[  377.819919]  [4:  kworker/u17:0:   80] Add_First 25 0
<6>[  377.819919]  [4:  kworker/u17:0:   80] non_batching mode 25 20
<6>[  377.824013]  [4:  kworker/u17:0:   80] [SSP]: MSG From MCU - add_AD_AR 0, 6 1 6, 20 20
<6>[  377.824013]  [4:  kworker/u17:0:   80] SMA 33 0 0 20
<6>[  377.824013]  [4:  kworker/u17:0:   80] [SSP] Cal Init!!
<6>[  377.824013]  [4:  kworker/u17:0:   80] Regi Lib 33-10
<6>[  377.824013]  [4:  kworker/u17:0:   80] Start-End cal 22
<6>[  377.824013]  [4:  kworker/u17:0:   80] Gyro Start/Stop
<6>[  377.845367]  [3:  kworker/u17:3: 4983] [SSP]: MSG From MCU - Gyro Start/Stop
<6>[  377.863954]  [3:  kworker/u17:0:   80] [SSP]: MSG From MCU - Gyro Start/Stop
<6>[  377.878738]  [6:  kworker/u16:7: 1480] s2m_enable: LDO33 enable (0x5e)
<6>[  377.893189]  [0: irq/287-madera: 1328] madera spi3.0: HPDET Status: 5
<6>[  377.897107]  [6:     AudioIn_2E:13356] samsung-abox 13e50000.abox: abox_uaif_startup[0:C]
<6>[  377.897119]  [6:     AudioIn_2E:13356] samsung-abox 13e50000.abox: abox_uaif_control_bclk_polarity(UAIF0, 1)
<6>[  377.897139]  [6:     AudioIn_2E:13356] samsung-abox 13e50000.abox: abox_request_cpu_gear(ffffffc8772bad00, 3)
<6>[  377.898093]  [6:    kworker/6:1: 1326] samsung-abox 13e50000.abox: pll clock: 1179648040
<6>[  377.898109]  [6:    kworker/6:1: 1326] samsung-abox 13e50000.abox: cpu clock: 393216kHz
<6>[  377.898148]  [7:     AudioIn_2E:13356] samsung-abox-wdma 13e52100.abox_wdma: abox_request_cpu_gear(ffffffc0092bbc10, 3)
<6>[  377.898263]  [7:     AudioIn_2E:13356] samsung-abox 13e50000.abox: sampling rate is fixed to 48000
<6>[  377.898324]  [7:     AudioIn_2E:13356] exynos8895-madera sound: exynos8895_uaif0_hw_params
<6>[  377.898331]  [7:     AudioIn_2E:13356] exynos8895-madera sound: UAIF0-1 2ch, 48000Hz, 15360bytes, 16bit
<6>[  377.898344]  [7:     AudioIn_2E:13356] samsung-abox 13e50000.abox: abox_uaif_hw_params[0:C]
<6>[  377.898370]  [7:     AudioIn_2E:13356] samsung-abox 13e50000.abox: audif clock: 6144000
<6>[  377.898393]  [7:     AudioIn_2E:13356] samsung-abox 13e50000.abox: rate=48000, width=16, channel=2, bclk=1536000
<6>[  377.898449]  [7:     AudioIn_2E:13356] samsung-abox-wdma 13e52100.abox_wdma: Capture:DmaAddr=0x00000008ffe80000 Total=15360 PrdSz=960(3840) #Prds=4 dma_area=ffffff8011bdf000 rate=48000, width=16, channels=2
<6>[  377.898529]  [7:     AudioIn_2E:13356] exynos8895-madera sound: UAIF0-1 prepare
<6>[  377.898617]  [7:    kworker/7:1:   87] samsung-abox 13e50000.abox: cpu clock: 393216kHz
<6>[  377.905657]  [0:    kworker/0:0:13188] thermal thermal_zone0: [TMU] last_temperature=48000, current_temperature=48000
<6>[  377.909705]  [4:     AudioIn_2E:13356] samsung-abox-wdma 13e52100.abox_wdma: abox_wdma_trigger[1](1)
<6>[  377.909746]  [4:     AudioIn_2E:13356] samsung-abox 13e50000.abox: abox_uaif_trigger[0:C] trigger=1
<6>[  378.103881]  [7:  kworker/u17:0:   80] [SSP]: MSG From MCU - SSP AR Processing : 0
<6>[  378.358667]  [1:irq/292-fts_tou: 1411] fts_touch 5-0049: [sec_input] [P] tID:0 tc:1 tm:0
<7>[  378.494309]  [7: Binder:3847_13: 5729] [VIB] off
<6>[  378.529474]  [1:irq/292-fts_tou: 1411] fts_touch 5-0049: [sec_input] [R] tID:0 mc:12 tc:0 Ver[019D95|0] P02T9D90[99] F0201, C00
<6>[  378.760194]  [5:  kworker/u16:5:  631] [SSP]: debug_work_func(56) - Sensor state: 0x7f07f6bf, RC: 0(0), CC: 0, TC: 0 NSC: 0 EC: 0
<6>[  378.760223]  [5:  kworker/u16:5:  631] [SSP] 14 : 0(0ms)
<6>[  378.760242]  [5:  kworker/u16:5:  631] [SSP] 25 : -26949, 1, -14800 (20ms, 0ms)
<6>[  378.984359]  [1:    kworker/1:0:13243] thermal thermal_zone0: [TMU] last_temperature=47000, current_temperature=45000
<6>[  379.045622]  [3:         smdexe: 3389] muic_get_current_legacy_dev: mdev:0 legacy_dev:1
<6>[  379.119034]  [1:irq/292-fts_tou: 1411] fts_touch 5-0049: [sec_input] [P] tID:0 tc:1 tm:0
<6>[  379.208784]  [1:irq/292-fts_tou: 1411] fts_touch 5-0049: [sec_input] [R] tID:0 mc:5 tc:0 Ver[019D95|0] P02T9D90[99] F0201, C00
<6>[  379.253153]  [7:  Binder:3370_1: 3455] [SSP]: ssp_sensorhub_write - -78, 26, 0, 0, 0, 0, 0, 0, 0, 0 (10)
<6>[  379.253177]  [7:  Binder:3370_1: 3455] [SSP]: send_instruction - Inst = 0xb2, Sensor Type = 0x1a, data = 0
<6>[  379.263706]  [4:  kworker/u17:0:   80] [SSP]: MSG From MCU - SSP AT 0 0
<6>[  379.263706]  [4:  kworker/u17:0:   80] AT-ALLREMOVED
<6>[  379.263706]  [4:  kworker/u17:0:   80] rm_AD_AR 0, 5 1 5 20 20
<6>[  379.263706]  [4:  kworker/u17:0:   80] SMR 3 1 0
<6>[  379.263706]  [4:  kworker/u17:0:   80] SSP UnRegi Lib 3-9
<6>[  379.263706]  [4:  kworker/u17:0:   80] rm_AD_AR 0, 4 1 4 20 20
<6>[  379.263706]  [4:  kworker/u17:0:   80] SMR 60 1 0
<6>[  379.263706]  [4:  kworker/u17:0:   80] SSP UnRegi Lib 60-8
<6>[  379.263706]  [4:  kworker/u17:0:   80] rm_AD_AR 0, 3 1 3 60 20
<6>[  379.263706]  [4:  kworker/u17:0:   80] SMR 26 1 0
<6>[  379.263706]  [4:  kworker/u17:0:   80] SSP UnRegi Lib 26-7
<6>[  379.286346]  [7: wpa_supplicant: 4477] CFG80211-TRACE) wl_cfg80211_set_btcoex_dhcp : DHCP is complete 
<6>[  379.303530]  [5:  kworker/u17:3: 4983] [SSP]: MSG From MCU - AR-123,-167,4103,-1,20 ldo_toggle :0
<6>[  379.331525]  [3:sensorhubservic: 3370] [SSP]: ssp_sensorhub_write - -78, 58, 0, 0 (4)
<6>[  379.331558]  [3:sensorhubservic: 3370] [SSP]: send_instruction - Inst = 0xb2, Sensor Type = 0x3a, data = 0
<6>[  379.344840]  [6:batterystats-sy: 3950] !@ mLastInfo WifiActivityEnergyInfo{ timestamp=373205 mStackState=3 mControllerTxTimeMs=1442 mControllerTxTimePerLevelMs=[] mControllerRxTimeMs=8894 mControllerIdleTimeMs=185486 mControllerEnergyUsed=4124613 }
<6>[  379.344925]  [6:batterystats-sy: 3950] !@ latest WifiActivityEnergyInfo{ timestamp=379326 mStackState=3 mControllerTxTimeMs=1512 mControllerTxTimePerLevelMs=[] mControllerRxTimeMs=9089 mControllerIdleTimeMs=191339 mControllerEnergyUsed=4258094 }
<6>[  379.344979]  [6:batterystats-sy: 3950] !@ delta timePeriodMs : 6121 txTimeMs : 70 rxTimeMs :195 idleTimeMs : 5853
<6>[  379.345111]  [3:  kworker/u17:3: 4983] [SSP]: MSG From MCU - rm_AD_AR 0, 2 1 2 20 20
<6>[  379.345111]  [3:  kworker/u17:3: 4983] SMR 58 4097 0
<6>[  379.345111]  [3:  kworker/u17:3: 4983] SMR 58 4096 12
<6>[  379.345111]  [3:  kworker/u17:3: 4983] SSP UnRegi Lib 58-6
<6>[  379.360710]  [3: wpa_supplicant: 4477] CFG80211-TRACE) wl_cfg80211_set_btcoex_dhcp : DHCP is complete 
<4>[  379.406003] I[0:    logd.writer: 3129] WLC_E_IF: NO_IF set, event Ignored
<6>[  379.407719]  [6: wpa_supplicant: 4477] CFG80211-INFO2) wl_cfg80211_disconnect : Reason 3
<4>[  379.410164] I[0:    WifiMonitor: 4526] wl_process_host_event: Link event 11, flags 0, status 0, role 0, del_sta 1
<4>[  379.410192] I[0:    WifiMonitor: 4526] wl_process_host_event: Deleting STA 18:a6:f7:7f:a9:bc
<4>[  379.410206] I[0:    WifiMonitor: 4526] dhd_flow_rings_delete: ifindex 0
<4>[  379.410230] I[0:    WifiMonitor: 4526] dhd_prot_flow_ring_delete: Send Flow Delete Req RING ID 39 for peer 01:00:16 prio 3 ifindex 0
<4>[  379.410549] I[0:    WifiMonitor: 4526] dhd_prot_flow_ring_delete: Send Flow Delete Req RING ID 40 for peer 33:a5:00 prio 0 ifindex 0
<4>[  379.410569] I[0:    WifiMonitor: 4526] dhd_prot_flow_ring_delete: Send Flow Delete Req RING ID 41 for peer 18:a9:bc prio 7 ifindex 0
<4>[  379.410591] I[0:    WifiMonitor: 4526] MACEVENT: WLC_E_DISASSOC, MAC 18:a6:f7:7f:a9:bc
<4>[  379.410653] I[0:    WifiMonitor: 4526] wl_process_host_event: Link event 16, flags 0, status 0
<4>[  379.410673] I[0:    WifiMonitor: 4526] dhd_update_interface_link_status: ifindex 0 status 0
<4>[  379.410687] I[0:    WifiMonitor: 4526] wl_process_host_event: Deleting all STA from assoc list and flowrings.
<4>[  379.410700] I[0:    WifiMonitor: 4526] dhd_flow_rings_delete: ifindex 0
<4>[  379.410717] I[0:    WifiMonitor: 4526] MACEVENT: WLC_E_LINK DOWN
<4>[  379.411086] I[0:    WifiMonitor: 4526] dhd_prot_flow_ring_delete_response_process: Flow Delete Response status = 0 Flow 39
<4>[  379.411118] I[0:    WifiMonitor: 4526] dhd_prot_flow_ring_delete_response_process: Flow Delete Response status = 0 Flow 40
<4>[  379.411137] I[0:    WifiMonitor: 4526] dhd_prot_flow_ring_delete_response_process: Flow Delete Response status = 0 Flow 41
<4>[  379.412548]  [0:   kworker/0:1H:13176] DHD Runtime PM Disabled 
<6>[  379.412580]  [0:   kworker/0:1H:13176] CFG80211-INFO2) wl_is_linkdown : Link down Reason : WLC_E_LINK
<6>[  379.416376]  [0:   kworker/0:1H:13176] CFG80211-INFO2) wl_get_bss_info : wpa_auth val 128 
<6>[  379.416404]  [0:   kworker/0:1H:13176] CFG80211-INFO2) wl_get_bss_info : BSSID:18:a9:bc SSID FevaX 
<6>[  379.416417]  [0:   kworker/0:1H:13176] CFG80211-INFO2) wl_get_bss_info : freq:2462, BW:20, RSSI:-44 dBm, Rate:72 Mbps, 11mode:2, stream:0,MU-MIMO:0, Passpoint:0, SNR:38, Noise:-101, 
